"id","term","category","weight"
"18713","knowing","LABEL","0.0000286703692341"
"18714","prevention","LABEL","-0.00000328151199372"
"18715","continued","LABEL","-0.00000334468975491"
"18716","plzz","LABEL","0.00000094219667009"
"18717","poptart","LABEL","0.00000128876997601"
"18718","gaf","LABEL","0.0000115080151137"
"18719","yaaaas","LABEL","-0.00000320847167604"
"18720","screening","LABEL","-0.0000057091238059"
"18721","#soexcited","LABEL","0.00000376658528012"
"18722","#snapchat","LABEL","0.00000267019160343"
"18723","cry","LABEL","0.000021413048375"
"18724","atlantic","LABEL","-0.00000830882725336"
"18725","narrow","LABEL","0.000000547551682261"
"18726","ni","LABEL","-0.00000325171509169"
"18727","#goldenglobes","LABEL","-0.000001435279841"
"18728","texture","LABEL","-0.000000215362800068"
"18729","collage","LABEL","-0.00000897464993828"
"18730","hoax","LABEL","-0.000000967501211259"
"18731","couldve","LABEL","-0.00000122975338937"
"18732","performer","LABEL","-0.00000386211561773"
"18733","stadium","LABEL","-0.0000246763759547"
"18734","everrrr","LABEL","0.00000113313502889"
"18735","nicest","LABEL","-0.00000165698382161"
"18736","cheif","LABEL","0.000000761911386948"
"18737","conscience","LABEL","-0.000000336178963661"
"18738","fragile","LABEL","0.00000362086972599"
"18739","sexism","LABEL","0.00000107870212816"
"18740","uncalled","LABEL","-0.00000311839905241"
"18741","matching","LABEL","-0.000000112601379717"
"18742","reals","LABEL","-0.00000136495165702"
"18743","weathers","LABEL","0.000000802753980701"
"18744","deceased","LABEL","-0.00000126627681347"
"18745","nap","LABEL","0.0000708908967776"
"18746","endeavor","LABEL","-0.00000070643100394"
"18747","hookup","LABEL","-0.00000186514725445"
"18748","sleeps","LABEL","0.00000279964694063"
"18749","boarding","LABEL","-0.00000857743252141"
"18750","pinterest","LABEL","-0.00000606729649814"
"18751","pmsing","LABEL","0.00000245753812538"
"18752","celtic","LABEL","-0.00000244143524674"
"18753","playin","LABEL","0.0000266567043239"
"18754","bounce","LABEL","0.00000630572142172"
"18755","shamrock","LABEL","-0.00000151410645586"
"18756","manic","LABEL","0.00000142215904892"
"18757","terrorist","LABEL","-0.00000337467347609"
"18758","dissin","LABEL","0.00000340757886671"
"18759","omgggggg","LABEL","0.00000175503421784"
"18760","lose","LABEL","0.0000638800897431"
"18761","sandwich","LABEL","-0.00000246386756503"
"18762","salesman","LABEL","0.000000187392792822"
"18763","capris","LABEL","-0.00000171962450029"
"18764","cute","LABEL","0.0000441954104379"
"18765","troubled","LABEL","0.00000529747367302"
"18766","rewarding","LABEL","-0.00000169418217227"
"18767","bre","LABEL","0.0000101596050676"
"18768","#relieved","LABEL","0.00000198265167286"
"18769","graded","LABEL","-0.00000114458431021"
"18770","perf","LABEL","-0.0000255538655302"
"18771","brighter","LABEL","0.0000037763906263"
"18772","enjoyment","LABEL","-0.000000979769850758"
"18773","rosie","LABEL","0.00000408500343808"
"18774","lodge","LABEL","0.000000524260146309"
"18775","kiss","LABEL","0.000155766836164"
"18776","keg","LABEL","-0.000010376109217"
"18777","coping","LABEL","0.00000140370104112"
"18778","sebastian","LABEL","-0.00000357279852753"
"18779","sweets","LABEL","0.00000327438088635"
"18780","login","LABEL","-0.00000115563122197"
"18781","bucket","LABEL","-0.0000142286989018"
"18782",":<","LABEL","0.00000688142377729"
"18783","#theoffice","LABEL","0.00000279953796093"
"18784","#onedirection","LABEL","-0.00000612604961516"
"18785","essay","LABEL","-0.0000198859369934"
"18786","toms","LABEL","0.00000244543123093"
"18787","parachute","LABEL","-0.00000252730962729"
"18788","ph","LABEL","-0.00000218435528859"
"18789","stinkbug","LABEL","-0.000000954750181491"
"18790","hooking","LABEL","-0.00000296648295269"
"18791","stern","LABEL","-0.000000278960315134"
"18792","wiggle","LABEL","-0.00000114385938139"
"18793","phrase","LABEL","-0.00000223184189585"
"18794","#nationaldogday","LABEL","-0.00000132935256254"
"18795","#notkidding","LABEL","0.000000400253106429"
"18796","otay","LABEL","0.00000253507752439"
"18797","hollering","LABEL","-0.00000102057414229"
"18798","lengths","LABEL","-0.00000069205511667"
"18799","metaphysical","LABEL","0.00000152032377287"
"18800","merely","LABEL","0.00000133643171758"
"18801","deodorant","LABEL","-0.000002854231431"
"18802","bone","LABEL","0.00000798670159933"
"18803","bagged","LABEL","0.00000159996043489"
"18804","drs","LABEL","-0.00000106068003511"
"18805","importantly","LABEL","-0.00000196222633743"
"18806","finest","LABEL","-0.00000301898769795"
"18807","dyed","LABEL","-0.000000232197297151"
"18808","pearl","LABEL","-0.000000184607311486"
"18809","comparisons","LABEL","-0.00000230658147464"
"18810","multi","LABEL","-0.00000353938079307"
"18811","hamsters","LABEL","-0.00000252324843852"
"18812","attempting","LABEL","0.000000934784596242"
"18813","timber","LABEL","-0.00000482260457779"
"18814","eraser","LABEL","-0.000000424216254129"
"18815","assholes","LABEL","0.00000825980844036"
"18816","victoria","LABEL","-0.00000782134930165"
"18817","concentrate","LABEL","0.00000220476535427"
"18818","dorm","LABEL","-0.0000114237666213"
"18819","des","LABEL","0.00001141000345"
"18820","p's","LABEL","0.000000987692048587"
"18821","#damn","LABEL","0.00000279887954607"
"18822","mj","LABEL","-0.000000227203212708"
"18823","designated","LABEL","0.0000014972071919"
"18824","sleeep","LABEL","0.00000345348060647"
"18825","stung","LABEL","-0.000000788390793122"
"18826","slick","LABEL","0.0000141522871042"
"18827","acknowledged","LABEL","-0.000000919676050999"
"18828","badd","LABEL","0.0000185521804954"
"18829","ignore","LABEL","0.0000382191683996"
"18830","words","LABEL","0.0000165546285642"
"18831","consideration","LABEL","-0.000000860228693616"
"18832","stevens","LABEL","-0.0000105876149115"
"18833","#ohwell","LABEL","0.0000181169850526"
"18834","cuteeee","LABEL","-0.00000126905235433"
"18835","waterproof","LABEL","-0.00000232004983791"
"18837","sundays","LABEL","-0.00000513905304839"
"18838","sketchy","LABEL","-0.00000233750613183"
"18839","bros","LABEL","0.00000731925201843"
"18840","skulls","LABEL","-0.00000128651042515"
"18841","epic","LABEL","-0.0000075438516657"
"18842","competitive","LABEL","-0.00000530644257218"
"18843","scratching","LABEL","0.000000513526814497"
"18844","#forever","LABEL","0.00000234663557097"
"18845","span","LABEL","-0.00000553816466023"
"18846","motha","LABEL","0.00000558041472918"
"18847","snitch","LABEL","0.00000668476732939"
"18848","politician","LABEL","0.000000540784724879"
"18849","effect","LABEL","-0.000000236815730955"
"18850","elliott","LABEL","-0.00000350201681825"
"18851","juju","LABEL","-0.00000000058080582041"
"18852","appearances","LABEL","0.0000016279194007"
"18853","forgetting","LABEL","0.0000202499128411"
"18854","#mad","LABEL","0.00000477048686964"
"18855","thinner","LABEL","-0.000000377166942113"
"18856","mowing","LABEL","-0.000000288083490077"
"18857","detergent","LABEL","-0.00000180743661927"
"18858","rigged","LABEL","-0.00000850735464781"
"18859","rittenhouse","LABEL","-0.000000273741528769"
"18860","nhs","LABEL","0.000000467917172554"
"18861","groovy","LABEL","0.00000251501551669"
"18862","depress","LABEL","0.000000534196837211"
"18863","tests","LABEL","-0.0000183177496726"
"18864","brightside","LABEL","-0.0000000196983564382"
"18865","angela","LABEL","-0.00000303458012268"
"18866","cow","LABEL","-0.0000154960492051"
"18867","shrunk","LABEL","-0.00000062877576718"
"18868","chihuahua","LABEL","-0.000000695158416027"
"18869","stock","LABEL","-0.0000348607348933"
"18870","brady's","LABEL","-0.000000611507096265"
"18871","reincarnated","LABEL","-0.00000202080868425"
"18872","7","LABEL","-0.000130749909198"
"18873","pissed","LABEL","0.0000399197724785"
"18874","pneumonia","LABEL","-0.00000122766249019"
"18875","67","LABEL","-0.000000256054786601"
"18876","reading","LABEL","-0.0000399510509"
"18877","timee","LABEL","0.00000195393379128"
"18878","bartending","LABEL","0.000000819807996724"
"18879","bumpy","LABEL","0.00000121736210388"
"18880","surveys","LABEL","-0.00000724303763752"
"18881","di","LABEL","-0.0000391832437971"
"18882","possession","LABEL","0.00000434284571528"
"18883","backseat","LABEL","-0.000000135684042816"
"18884","tellin","LABEL","0.0000187000569451"
"18885","raindrops","LABEL","0.00000244911307778"
"18886","bothering","LABEL","0.00000794648732711"
"18887","authorities","LABEL","-0.00000216295897585"
"18888","cough","LABEL","-0.0000293599972717"
"18889","sr","LABEL","-0.000000219675985582"
"18890","lu","LABEL","-0.0000264435647436"
"18891","swaggy","LABEL","-0.00000194396865435"
"18892","sutter","LABEL","-0.00000240445459476"
"18893","muthafuckas","LABEL","0.0000094193199755"
"18894","spray","LABEL","-0.0000083862952993"
"18895","berks","LABEL","-0.00000204121301824"
"18896","heather","LABEL","-0.00000363258117128"
"18897","felicia","LABEL","-0.00000148730809516"
"18898","video","LABEL","-0.000446543858462"
"18899","pharmacist","LABEL","0.00000107521032573"
"18900","linkin","LABEL","0.00000135681919112"
"18901","lucious","LABEL","0.00000542944649876"
"18902","sloppy","LABEL","0.00000820550453307"
"18903","sooo","LABEL","-0.00000112927906066"
"18904","mags","LABEL","-0.00000237647926703"
"18905","reduce","LABEL","-0.00000700761932968"
"18906","hag","LABEL","0.000000351319986994"
"18907","lonesome","LABEL","0.00000953008131699"
"18908","forgiveness","LABEL","0.00000769603438927"
"18909","ratchetness","LABEL","-0.000000515715506297"
"18910","#collegeproblems","LABEL","-0.000000670743015007"
"18911","heck","LABEL","-0.0000328324105014"
"18912","wi-fi","LABEL","-0.00000018193691028"
"18913","txtn","LABEL","0.00000309851293926"
"18914","organs","LABEL","0.000000208247926605"
"18915","befriend","LABEL","0.00000157072362419"
"18916","traps","LABEL","0.00000534373189078"
"18917","strand","LABEL","0.000000528752449266"
"18918","gettn","LABEL","0.0000159116657095"
"18919","ahem","LABEL","-0.00000136624402238"
"18920","):","LABEL","-0.00005517904931"
"18921","cleveland","LABEL","-0.0000194879428671"
"18922","watchu","LABEL","0.00000722853405029"
"18923","er","LABEL","0.00000893744142907"
"18924","grammy","LABEL","-0.00000682021874408"
"18925","cigar","LABEL","-0.00000332675087419"
"18926","grain","LABEL","0.000000886637280213"
"18927","drawn","LABEL","0.000021706818989"
"18928","buckets","LABEL","-0.0000019988119448"
"18929","cubs","LABEL","-0.00000210170032275"
"18930","revising","LABEL","-0.00000176143985629"
"18931","could've","LABEL","0.00000301807401903"
"18932","dane","LABEL","-0.000000997383047005"
"18933","multiply","LABEL","-0.00000148051618543"
"18934","horrendous","LABEL","-0.00000715610906471"
"18935","fluent","LABEL","-0.00000181483359601"
"18936","rugby","LABEL","-0.0000085161753612"
"18937","something's","LABEL","0.0000103958887716"
"18938","fantasize","LABEL","0.000000914432034042"
"18939","stored","LABEL","0.000000217045051298"
"18940","escaped","LABEL","-0.00000158332546542"
"18941","#stopit","LABEL","0.000000870443474659"
"18942","unblocked","LABEL","0.00000200395118022"
"18943","peed","LABEL","-0.00000346516157759"
"18944","card","LABEL","-0.000058400309331"
"18945","sped","LABEL","0.00000062272596633"
"18946","kinda","LABEL","0.0000759449518893"
"18947","existent","LABEL","-0.0000015879804723"
"18948","comfortable","LABEL","0.0000495946421702"
"18949","beefy","LABEL","-0.000000346595723806"
"18950","poppa","LABEL","-0.00000548858131484"
"18951","#mnf","LABEL","-0.00000110573238434"
"18952","rinse","LABEL","0.00000222070969122"
"18953","extraordinary","LABEL","-0.00000116795035835"
"18954","plaza","LABEL","-0.0000156535864713"
"18955",">_<","LABEL","0.00000739892940374"
"18956","dear","LABEL","-0.000000359694112574"
"18957","bob's","LABEL","0.00000326425980168"
"18958","twizzlers","LABEL","-0.00000269003826017"
"18959","determine","LABEL","-0.000000775762465701"
"18960","canadians","LABEL","-0.00000375290347443"
"18961","circus","LABEL","0.000000446020982949"
"18962","harmful","LABEL","0.000000570761638586"
"18963","lovebug","LABEL","0.00000275006554697"
"18964","94","LABEL","-0.00000733215096074"
"18965","styrofoam","LABEL","0.00000091143496284"
"18966","shortcut","LABEL","0.00000242225004144"
"18967","coco","LABEL","-0.00000342224793291"
"18968","#babe","LABEL","0.000000629329252887"
"18969","#tattoos","LABEL","0.00000261829623624"
"18970","frankford","LABEL","0.0000026110226662"
"18971","unfinished","LABEL","-0.000000155681477486"
"18972","applications","LABEL","-0.0000035615806524"
"18973","frankenstein","LABEL","-0.00000108991493693"
"18974","3.0","LABEL","-0.0000025026534003"
"18975","slide","LABEL","0.0000133896714994"
"18976","#big","LABEL","0.00000116264747914"
"18977","ish","LABEL","-0.00000641223948925"
"18978","responsibilities","LABEL","-0.00000116170784621"
"18979","mailed","LABEL","-0.00000350984493037"
"18980","smiles","LABEL","0.0000483902379235"
"18981","bust","LABEL","0.0000198203814779"
"18982","fray","LABEL","0.000000466967927199"
"18983","catcher","LABEL","-0.00000300565874853"
"18984","koala","LABEL","0.0000000730144939118"
"18985","carrier","LABEL","-0.00000126209629326"
"18986","bangs","LABEL","-0.00000446399494526"
"18987","image","LABEL","-0.00000797582021279"
"18988","itchin","LABEL","0.0000000911158156253"
"18989","maryland","LABEL","-0.0000137864607299"
"18990","therefor","LABEL","-0.00000113659797932"
"18991","klein","LABEL","-0.00000285646404971"
"18992","edits","LABEL","-0.00000340304937732"
"18993","dierks","LABEL","0.00000327822936032"
"18994","pity","LABEL","0.0000110125564264"
"18995","grenade","LABEL","-0.000000261609769752"
"18996","beatles","LABEL","-0.00000373877031268"
"18997","#hater","LABEL","-0.00000114918918826"
"18998","piece","LABEL","-0.0000114666804367"
"18999","ultimately","LABEL","0.00000208616197407"
"19000","gilmore","LABEL","0.00000270588305987"
"19001","hoe's","LABEL","0.000000346663742558"
"19002","9th","LABEL","-0.0000136590741098"
"19003","bella","LABEL","-0.0000229939413925"
"19004","bieber","LABEL","-0.0000389215060779"
"19005","silverware","LABEL","-0.000000238325135664"
"19006","claiming","LABEL","0.00000291794628704"
"19007","terrified","LABEL","-0.00000102221734439"
"19008","dusting","LABEL","-0.000000462454908184"
"19009","greene","LABEL","-0.000000688369679438"
"19010","kiddo","LABEL","-0.00000233694073296"
"19011","dopest","LABEL","0.00000616845954492"
"19012","digg","LABEL","0.00000141235421602"
"19013","hardware","LABEL","-0.00000518829007192"
"19014","wr","LABEL","-0.00000428548255599"
"19015","damaged","LABEL","0.00000288246619804"
"19016","#sleep","LABEL","0.00000353390401205"
"19017","tempo","LABEL","0.00000143882989546"
"19018","fluids","LABEL","0.00000113582341057"
"19019","taking","LABEL","0.0000241302904119"
"19020","jensen","LABEL","-0.00000474164216686"
"19021","heartfelt","LABEL","-0.000001066977452"
"19022","itll","LABEL","0.0000127790933549"
"19023","flipping","LABEL","0.00000333756609742"
"19024","wellll","LABEL","0.00000224123314195"
"19025","hallways","LABEL","0.000000248224353936"
"19026","#fuckedup","LABEL","0.00000291108167561"
"19027","tm","LABEL","0.00000241947338442"
"19028","checks","LABEL","0.00000559375122492"
"19029","peep","LABEL","0.0000251928540699"
"19030","universities","LABEL","0.0000000803896204515"
"19031","bishes","LABEL","-0.00000253661147861"
"19032","podcasts","LABEL","-0.0000015378755612"
"19033","owned","LABEL","-0.00000318019459711"
"19034","ditto","LABEL","0.000000181766315452"
"19035","diane","LABEL","0.000000412620939819"
"19036","neighbors","LABEL","-0.0000181118757499"
"19037","sanitizer","LABEL","-0.000000711894020305"
"19038","sap","LABEL","0.00000201566496637"
"19039","pleases","LABEL","0.000000171484281317"
"19040","ivan","LABEL","-0.00000239101387168"
"19041","harm","LABEL","0.0000047290378382"
"19042","rly","LABEL","0.0000187331388694"
"19043","photoshopped","LABEL","0.000000397952715041"
"19044","ouija","LABEL","-0.00000394858429276"
"19045","sneaks","LABEL","0.00000916596085639"
"19046","centered","LABEL","0.000000283403894716"
"19047","ignorant","LABEL","0.00000629115825695"
"19048","kicked","LABEL","-0.00000134619557887"
"19049","yumm","LABEL","0.000000211298559942"
"19050","#nerd","LABEL","-0.00000252733721912"
"19051","1984","LABEL","-0.00000120213936763"
"19052","runnin","LABEL","0.00000125329474246"
"19053","dro","LABEL","0.000000851785552191"
"19054","celine","LABEL","0.00000449603123926"
"19055","bent","LABEL","0.0000101729957388"
"19056","naww","LABEL","0.00000766087506007"
"19057","#hyfr","LABEL","0.00000278996044682"
"19058","blackhawks","LABEL","-0.00000394958860036"
"19059","#nevergetsold","LABEL","-0.000000563403994176"
"19060","tf","LABEL","0.000290512057495"
"19061","horrid","LABEL","-0.000000536162036581"
"19062","coverage","LABEL","-0.00000581029609831"
"19063","relentless","LABEL","-0.000000710013065765"
"19064","tickets","LABEL","-0.000196136931859"
"19065","reward","LABEL","-0.00000230193422995"
"19066","richardson","LABEL","-0.00000145931415353"
"19067","entertain","LABEL","0.0000126241464268"
"19068","haze","LABEL","0.0000000619660976626"
"19069","reek","LABEL","-0.0000054054945499"
"19070","ymca","LABEL","-0.00000667667569164"
"19071","nat","LABEL","-0.0000167247700484"
"19072","monologue","LABEL","-0.0000017749769401"
"19073","loo","LABEL","-0.00000268960198848"
"19074","aspects","LABEL","0.00000535026315428"
"19075","advertise","LABEL","-0.000000613907141133"
"19076","oasis","LABEL","-0.00000699431353238"
"19077","classrooms","LABEL","-0.0000000736037631279"
"19078","speakers","LABEL","-0.00000212387298452"
"19079","opera","LABEL","-0.00000886230354617"
"19080","wcu","LABEL","-0.00000189950287855"
"19081","yooo","LABEL","0.000024551443134"
"19082","robe","LABEL","0.000000146306055774"
"19083","#roadtrip","LABEL","0.00000191872447683"
"19084","iphones","LABEL","-0.00000198913637388"
"19085","bought","LABEL","-0.0000464943614006"
"19086","suffocating","LABEL","0.00000295859935649"
"19087","deed","LABEL","-0.00000163041457348"
"19088","#lovehim","LABEL","0.0000069629752641"
"19089","ichiban","LABEL","-0.00000332468257379"
"19090","nicole's","LABEL","-0.000000234590457731"
"19091","fangirling","LABEL","-0.000004574731248"
"19092","separates","LABEL","0.00000249520131388"
"19093","sagittarius","LABEL","0.0000747546405889"
"19094","evans","LABEL","-0.0000032496671541"
"19095","vibing","LABEL","0.00000256985942992"
"19096","2:45","LABEL","-0.000000359506431553"
"19097","went","LABEL","-0.000043679799898"
"19098","tables","LABEL","0.00000685771876934"
"19099","miami","LABEL","-0.0000278365811663"
"19100","postin","LABEL","0.00000303190853622"
"19101","tarts","LABEL","-0.000000645359378196"
"19102","reality","LABEL","0.0000089614290709"
"19103","hol","LABEL","0.0000056866642606"
"19104","rachel","LABEL","-0.0000194397618465"
"19105","fireman","LABEL","-0.000000505657003471"
"19106","¡","LABEL","-0.0000116842305791"
"19107","lmao","LABEL","0.000328065762236"
"19108","condom","LABEL","-0.00000404074490447"
"19109","irrational","LABEL","0.00000281965096587"
"19110","trainor","LABEL","-0.00000275013104812"
"19111","filthy","LABEL","-0.00000548655979267"
"19112","avril","LABEL","-0.00000289771512392"
"19113","barney","LABEL","-0.000000387434761831"
"19114","v8","LABEL","0.000000233878811843"
"19115","almond","LABEL","-0.0000085785291829"
"19116","trainers","LABEL","-0.0000010088479746"
"19117","bon","LABEL","-0.00000723563173367"
"19118","districts","LABEL","0.00000223461001278"
"19119","aka","LABEL","-0.0000358391686427"
"19120","undefeated","LABEL","-0.00000336693438275"
"19121","wondering","LABEL","-0.0000188783759269"
"19122","rave","LABEL","-0.00000746771677647"
"19123","pilgrim","LABEL","-0.000000343213182423"
"19124","britain","LABEL","0.000001459177497"
"19125","vamp","LABEL","0.00000427287130461"
"19126","disney","LABEL","-0.0000416266364211"
"19127","african","LABEL","-0.00000998799676666"
"19128","revisit","LABEL","0.0000000493306818864"
"19129","menopause","LABEL","-0.00000112046803788"
"19130","losing","LABEL","0.00001510322864"
"19131","grim","LABEL","0.000000408470776971"
"19132","dam","LABEL","0.0000243640992781"
"19133","office","LABEL","-0.0000551940778602"
"19134","dozing","LABEL","0.00000141828307649"
"19135","spontaneously","LABEL","0.000000697602687683"
"19136","75","LABEL","-0.00000347249863949"
"19137","nsync","LABEL","-0.00000661377505337"
"19138","mc","LABEL","-0.00000435453440865"
"19139","semis","LABEL","-0.00000351732032165"
"19140","horns","LABEL","0.000000447887332978"
"19141","demise","LABEL","0.00000100670262056"
"19142","hhh","LABEL","-0.000000793409185515"
"19143","socket","LABEL","-0.00000107399509447"
"19144","kels","LABEL","-0.00000182313743817"
"19145","rollie","LABEL","0.00000133154795287"
"19146","dot","LABEL","-0.0000256460486783"
"19147","9:00","LABEL","-0.00000685172500741"
"19148","fad","LABEL","-0.0000031956643022"
"19149","coughs","LABEL","0.000000514487808517"
"19150","princesses","LABEL","0.000000907445895212"
"19151","boy","LABEL","0.000154742324247"
"19152","gah","LABEL","0.00000191124608694"
"19153","#nowplaying","LABEL","0.0000350497032829"
"19154","luke's","LABEL","-0.00000329824858245"
"19155","hmmm","LABEL","-0.0000070781728666"
"19156","#peace","LABEL","0.00000357698392184"
"19157","realised","LABEL","-0.00000126794674853"
"19158","jane","LABEL","0.00000343579892546"
"19159","#hellyes","LABEL","-0.00000188377916494"
"19160","snob","LABEL","0.000000174143249077"
"19161","drowned","LABEL","0.00000388185715415"
"19162","saddle","LABEL","0.00000346153319052"
"19163","arrogant","LABEL","0.00000436870848546"
"19164","custody","LABEL","0.000000488791426821"
"19165","imperial","LABEL","-0.00000149348669461"
"19166","foe","LABEL","0.00000530319220385"
"19167","hard","LABEL","0.000235899836079"
"19168","hook","LABEL","-0.00000834258977304"
"19169","impact","LABEL","-0.00000533118751468"
"19170","surgery","LABEL","0.00000118380205369"
"19171","groundhog","LABEL","-0.00000163216743941"
"19172","arguing","LABEL","0.0000201801663801"
"19173","maxwell","LABEL","-0.00000211721619912"
"19174","hanger","LABEL","-0.000000738905427443"
"19175","eek","LABEL","-0.00000204920106606"
"19176","graduated","LABEL","-0.00000831536611468"
"19177","demi","LABEL","-0.0000486148332652"
"19178","exceed","LABEL","-0.0000020035998839"
"19179","long-term","LABEL","0.00000010600083156"
"19180","mmmm","LABEL","0.0000083637648327"
"19181","greatful","LABEL","0.000000940531507442"
"19182","chaotic","LABEL","0.00000181078435117"
"19183","uninvited","LABEL","-0.000000689756074451"
"19184","pushing","LABEL","-0.00000179986354068"
"19185","arms","LABEL","0.0000483527917304"
"19186","lacking","LABEL","-0.000000951468488693"
"19187","comet","LABEL","0.00000295987223437"
"19188","brownie","LABEL","-0.000000501487259764"
"19189","#stalker","LABEL","-0.000000607643347103"
"19190","4k","LABEL","0.00000119832411723"
"19191","blasting","LABEL","-0.00000210120210806"
"19192","socially","LABEL","0.000000495314741594"
"19193","wore","LABEL","-0.00000365072295449"
"19194","ritas","LABEL","-0.00000373109653468"
"19195","tow","LABEL","-0.00000213009190038"
"19196","jock","LABEL","0.000000728607073851"
"19197","reconsidering","LABEL","-0.000000505095113158"
"19198","fisher","LABEL","-0.00000406611519144"
"19199","timed","LABEL","-0.00000031742679021"
"19200","undressed","LABEL","-0.00000272225839191"
"19201","johnson","LABEL","-0.00000792225243944"
"19202","laffy","LABEL","-0.000000331335687261"
"19203","#hopeful","LABEL","0.000000355376788858"
"19204","afterlife","LABEL","-0.00000767001724648"
"19205","roaming","LABEL","0.00000222421025314"
"19206","untrue","LABEL","-0.00000259927890372"
"19207","america's","LABEL","-0.00000721088107989"
"19208","surrounded","LABEL","0.00000196488463739"
"19209","liz","LABEL","-0.0000240207336845"
"19210","dribble","LABEL","-0.00000150689744897"
"19211","unfriend","LABEL","-0.000000963312815489"
"19212","cells","LABEL","0.00000355172412834"
"19213","brace","LABEL","-0.00000455953227314"
"19214","rethinking","LABEL","0.00000200134559549"
"19215","laundry","LABEL","0.0000214586118005"
"19216","seasons","LABEL","-0.0000239166520592"
"19217","/","LABEL","-0.000281197920614"
"19218","blacklist","LABEL","0.00000214188005328"
"19219","nigg","LABEL","0.00000282779068011"
"19220","whip","LABEL","-0.0000131261830766"
"19221","1-0","LABEL","-0.00000983281544901"
"19222","heaven","LABEL","-0.0000129608531265"
"19223","rite","LABEL","0.0000336086358976"
"19224","hair's","LABEL","-0.00000107421557836"
"19225","rihanna's","LABEL","-0.00000311672754785"
"19226","claw","LABEL","0.00000123833844164"
"19227","tramp","LABEL","-0.00000653554766371"
"19228","sounded","LABEL","-0.0000142011124454"
"19229","dealership","LABEL","0.00000372830093858"
"19230","lovey","LABEL","-0.000000550490892851"
"19231","homemade","LABEL","-0.0000187837173304"
"19232","tossing","LABEL","0.0000034323793494"
"19233","pros","LABEL","-0.00000289894332114"
"19234","sneaky","LABEL","0.0000028795655002"
"19235","5:30","LABEL","-0.00000615591995507"
"19236","dislikes","LABEL","-0.000000332868730483"
"19237","realise","LABEL","0.00000335848253294"
"19238","advances","LABEL","-0.00000168556735796"
"19239","lactose","LABEL","0.000000750473856691"
"19240","tried","LABEL","0.0000311085580112"
"19241","prank","LABEL","-0.00000523373156091"
"19242","mindset","LABEL","0.0000146184642601"
"19243","8th","LABEL","-0.0000376275841698"
"19244","trying","LABEL","0.000128974518397"
"19245","mick","LABEL","-0.000000824510032666"
"19246","hell's","LABEL","0.000001703513254"
"19247","#impossible","LABEL","-0.00000249656580073"
"19248","ryan's","LABEL","-0.000011729893081"
"19249","pretend","LABEL","0.0000518219508092"
"19250","tyra","LABEL","-0.0000103784706791"
"19251","flatts","LABEL","0.00000266467661168"
"19252","teriyaki","LABEL","-0.000000311670877888"
"19253","#asktwitter","LABEL","-0.00000182079463245"
"19254","chivalry","LABEL","0.000000560459778202"
"19255","liq","LABEL","0.00000538743833315"
"19256","goofball","LABEL","-0.00000193517693964"
"19257","frustrates","LABEL","0.000000406985324384"
"19258","333","LABEL","-0.00000911140317344"
"19259","heed","LABEL","0.00000101334616376"
"19260","conversing","LABEL","-0.000000632380007553"
"19261","muslims","LABEL","0.00000322982650325"
"19262","measured","LABEL","0.0000000331242760205"
"19263","shirley","LABEL","-0.00000133360051913"
"19264","sawyer","LABEL","-0.0000046317813594"
"19265","errors","LABEL","-0.00000392952612266"
"19266","response","LABEL","-0.000000576214704373"
"19267","fuckk","LABEL","0.00000574924361658"
"19268","sooooooo","LABEL","0.000000900109697263"
"19269","months","LABEL","0.0000336762350536"
"19270","slower","LABEL","-0.00000134773344002"
"19271","seeks","LABEL","0.000000176609563504"
"19272","york","LABEL","-0.0000659576005032"
"19273","#future","LABEL","0.00000146292936949"
"19274","hefty","LABEL","-0.000000099524275154"
"19275","5:00","LABEL","-0.00000164860730048"
"19276","kk","LABEL","-0.00000574263981046"
"19277","thorns","LABEL","0.000000571162504418"
"19278","human","LABEL","-0.000000268430676086"
"19279","view","LABEL","-0.0000166759024152"
"19280","#shady","LABEL","-0.000000201492578102"
"19281","leo's","LABEL","-0.00000190400858817"
"19282","tells","LABEL","0.00000869796234873"
"19283","officers","LABEL","-0.00000469086696838"
"19284","prob","LABEL","-0.0000275027122797"
"19285","nothingness","LABEL","-0.000000172983916904"
"19286","prouder","LABEL","-0.0000024365274552"
"19287","timeless","LABEL","0.000000778018562424"
"19288","swear","LABEL","0.00020709527732"
"19289","bare","LABEL","-0.00000262083575289"
"19290","tatted","LABEL","0.0000298719675581"
"19291","wishes","LABEL","-0.0000185651492227"
"19292","shaped","LABEL","0.00000450822412052"
"19293","potion","LABEL","-0.000000550549070206"
"19294","dominican","LABEL","0.00000232679130933"
"19295","waldo","LABEL","0.00000136113564859"
"19296","recording","LABEL","-0.0000091238994288"
"19297","babee","LABEL","-0.00000139696726218"
"19298","timmy","LABEL","-0.00000621146349049"
"19299","everytime","LABEL","0.0000464207592605"
"19300","information","LABEL","-0.00000822624906111"
"19301","dakota","LABEL","-0.00000541971072856"
"19302","asians","LABEL","-0.00000761790712239"
"19303","milan","LABEL","-0.0000174585896264"
"19304","salons","LABEL","0.00000112811426265"
"19305","tuna","LABEL","-0.00000674251111278"
"19306","hangovers","LABEL","-0.00000174493448698"
"19307","lottery","LABEL","0.00000128003801715"
"19308","challenges","LABEL","-0.0000000528823174488"
"19309","stresses","LABEL","0.00000452098297032"
